First,Run_Time,Third,Fourth,Fifth
4.9023,191.42,382,0.5011,0.0055308
5.2977,212.63,420,0.50626,0.0055878
4.1855,172.9,340,0.50853,0.0056128
3.6181,146.03,290,0.50355,0.0055579
3.904,162.18,314,0.5165,0.0057008
4.235,167.59,336,0.49878,0.0055052
5.3405,204.8,408,0.50196,0.0055403
4.3856,170.88,340,0.50259,0.0055473
4.4454,176.42,350,0.50406,0.0055635
2.9648,126.82,248,0.51137,0.0056442
4.4387,181.82,362,0.50227,0.0055437
3.5371,131.93,280,0.47118,0.0052006
5.5668,205.54,428,0.48023,0.0053005
3.4829,131.52,280,0.46971,0.0051844
8.4236,271.75,556,0.48876,0.0053946
8.8052,284.4,582,0.48866,0.0053935
9.7905,313.43,642,0.48821,0.0053886
9.5573,309.2,628,0.49236,0.0054343
10.128,321.08,658,0.48796,0.0053859
9.7239,313.93,638,0.49205,0.005431
9.4763,302.72,620,0.48826,0.0053891
8.6191,280.49,570,0.49209,0.0054314
9.3805,305.71,622,0.4915,0.0054248
9.8605,315.56,646,0.48848,0.0053916
9.2342,293.16,600,0.4886,0.0053929
9.3901,298.66,612,0.48801,0.0053863
9.4777,309.3,634,0.48785,0.0053847
9.5518,304.43,618,0.49261,0.0054371
9.6926,308.61,626,0.49299,0.0054413
9.8198,318.84,648,0.49204,0.0054308
9.9835,316.06,646,0.48926,0.0054001
9.8028,313.86,636,0.49349,0.0054469
9.5946,317.25,650,0.48808,0.0053871
9.1589,289.86,594,0.48798,0.005386
9.6604,310.18,630,0.49235,0.0054343
8.98,287.17,588,0.48838,0.0053905
8.9643,287.85,590,0.48788,0.0053849
9.4243,302.66,620,0.48816,0.005388
9.4303,303.43,616,0.49258,0.0054368
9.2554,296.37,606,0.48906,0.0053979
9.7016,312.87,640,0.48886,0.0053957
9.016,293.86,602,0.48814,0.0053878
9.2389,300.55,616,0.48791,0.0053852
9.4541,302.59,614,0.49282,0.0054394
9.345,298.86,610,0.48993,0.0054076
9.5383,317.6,638,0.49781,0.0054945
9.1,287.45,588,0.48886,0.0053958
9.0415,284.93,582,0.48957,0.0054036
8.8979,286.74,586,0.48932,0.0054008
9.681,310.14,634,0.48918,0.0053993
8.9506,285.37,584,0.48865,0.0053934
8.9869,289.81,592,0.48954,0.0054033
9.2194,289.44,592,0.48892,0.0053964
9.044,292.55,592,0.49417,0.0054544
9.0601,287.27,588,0.48855,0.0053924
8.6567,277.91,564,0.49275,0.0054387
8.3955,272.69,556,0.49045,0.0054133
8.0574,265.98,542,0.49074,0.0054165
8.0696,260.15,532,0.489,0.0053973
9.0951,285.9,584,0.48955,0.0054034
8.9881,289.78,588,0.49282,0.0054395
8.4206,273.99,560,0.48927,0.0054002
8.0158,260.18,532,0.48906,0.005398
9.4438,298.02,610,0.48856,0.0053924
9.3442,301.18,616,0.48893,0.0053965
8.9267,288.14,586,0.49171,0.0054272
10.987,351.98,716,0.49159,0.0054259
8.48,269.34,548,0.4915,0.0054248
8.7459,284.15,580,0.48991,0.0054074
9.0723,290.31,592,0.49039,0.0054126
9.4006,297.02,606,0.49013,0.0054098
9.3677,305.94,620,0.49345,0.0054464
9.0318,291.78,596,0.48956,0.0054035
9.211,294.47,602,0.48915,0.005399
9.3877,303.72,616,0.49305,0.005442
9.3978,298.89,612,0.48838,0.0053905
9.3265,295.07,604,0.48853,0.0053921
9.6757,310.45,636,0.48813,0.0053877
8.008,257.7,528,0.48807,0.005387
9.1108,290.11,594,0.4884,0.0053907
9.7156,311.96,638,0.48897,0.0053969
9.0037,288.8,592,0.48784,0.0053845
8.921,292.38,600,0.4873,0.0053785
8.9599,286.81,588,0.48777,0.0053837
8.7912,282.5,574,0.49216,0.0054322
9.9918,322.62,656,0.4918,0.0054282
8.9275,285.3,584,0.48853,0.0053921
8.9191,285.9,584,0.48955,0.0054034
9.0645,287.52,588,0.48898,0.0053971
9.4795,299.44,614,0.48769,0.0053828
9.6129,305.89,626,0.48864,0.0053933
9.1412,302.09,614,0.492,0.0054304
8.9792,285.1,584,0.48818,0.0053883
9.2686,292.64,598,0.48936,0.0054013
8.8514,286.21,586,0.48841,0.0053908
9.8298,312.08,640,0.48762,0.0053821
9.9809,320.95,658,0.48777,0.0053837
9.6148,316.37,648,0.48823,0.0053887
8.4562,273.45,560,0.4883,0.0053896
8.4586,270.35,554,0.488,0.0053862
9.1355,294.47,604,0.48753,0.0053811
8.4392,272.03,552,0.49281,0.0054393
9.1279,299,612,0.48856,0.0053925
8.7247,282.34,578,0.48848,0.0053915
9.0645,292.3,598,0.4888,0.005395
9.4913,297.44,608,0.48921,0.0053996
9.0541,292.65,600,0.48775,0.0053835
8.883,283.47,580,0.48874,0.0053944
10.181,322.4,660,0.48848,0.0053916
9.3504,304.96,624,0.48872,0.0053942
9.4396,299.5,614,0.48779,0.0053839
8.2839,266.59,546,0.48826,0.0053891
9.4888,299.38,612,0.48918,0.0053993
9.2486,295.04,604,0.48848,0.0053915
6.4413,183.94,368,0.49984,0.0055169
5.6845,162.32,324,0.50099,0.0055296
5.1598,141.36,280,0.50486,0.0055723
6.8269,195.39,388,0.50358,0.0055582
6.6716,196.58,390,0.50405,0.0055634
4.6855,132.68,264,0.50258,0.0055471
6.0415,172.22,344,0.50064,0.0055258
6.0341,172.13,344,0.50038,0.0055229
5.6319,162.44,324,0.50136,0.0055337
4.6056,126.53,250,0.50612,0.0055863
6.1616,173.47,348,0.49848,0.0055019
5.5876,155.08,306,0.5068,0.0055937
7.5482,212.65,426,0.49918,0.0055096
5.6416,164.45,328,0.50137,0.0055338
6.3331,175.35,350,0.501,0.0055297
6.1541,172.47,344,0.50137,0.0055338
5.582,157.55,314,0.50175,0.005538
4.2624,119.74,238,0.50311,0.005553
5.736,161.47,320,0.50459,0.0055694
5.9325,170.65,340,0.50191,0.0055398
5.492,160.49,318,0.50469,0.0055704
5.3862,152.24,304,0.50079,0.0055274
5.5433,157.23,314,0.50073,0.0055268
6.1227,180.29,358,0.5036,0.0055585
6.5121,186.65,374,0.49906,0.0055084
5.5246,158.86,314,0.50592,0.0055841
5.5623,156.74,310,0.50561,0.0055807
5.4566,156.34,312,0.50109,0.0055307
5.8683,168.6,334,0.50479,0.0055716
4.8432,136.53,272,0.50195,0.0055402
6.6283,179,358,0.5,0.0055187
5.3927,156.51,312,0.50163,0.0055367
4.6053,130.82,260,0.50315,0.0055535
5.8439,160.39,320,0.50122,0.0055322
6.2032,172.11,344,0.50032,0.0055222
6.6148,186.9,370,0.50514,0.0055754
6.32,180.51,358,0.50422,0.0055653
4.7751,135.47,270,0.50174,0.0055379
6.9894,202.7,406,0.49926,0.0055105
6.1581,173.28,344,0.50372,0.0055598
5.4446,154.56,308,0.50182,0.0055388
5.1374,145.71,290,0.50245,0.0055457
5.5326,154.07,308,0.50023,0.0055212
5.5172,159.44,316,0.50456,0.005569
6.1521,173.88,348,0.49966,0.0055149
5.9461,173.12,346,0.50035,0.0055225
5.9923,171.38,342,0.50111,0.005531
4.7653,143.74,286,0.50259,0.0055473
5.9647,170.05,336,0.5061,0.005586
5.7306,166.16,328,0.50659,0.0055914
6.136,175.18,350,0.50051,0.0055244
5.2527,155.12,306,0.50693,0.0055952
5.1227,152.03,300,0.50677,0.0055934
6.6679,188.89,378,0.49971,0.0055155
5.0032,148.69,296,0.50233,0.0055444
5.91,171.6,342,0.50175,0.0055381
5.658,160.7,324,0.49599,0.0054744
6.6471,186.96,380,0.492,0.0054304
4.7329,134.13,270,0.49678,0.0054831
5.411,156.31,318,0.49154,0.0054253
6.4412,186.13,376,0.49503,0.0054638
6.4489,179.98,364,0.49445,0.0054575
5.8955,168.02,342,0.49129,0.0054225
5.7854,166.64,340,0.49012,0.0054096
5.2836,145.42,296,0.49128,0.0054225
5.915,165.84,338,0.49065,0.0054155
6.4003,178.63,364,0.49074,0.0054165
6.9873,193,392,0.49235,0.0054342
5.3585,149.97,304,0.49332,0.005445
5.1022,146.89,298,0.49292,0.0054406
6.531,185.46,370,0.50124,0.0055324
6.2565,179.63,366,0.49079,0.0054171
6.7948,194.01,396,0.48992,0.0054075
6.3379,183.34,370,0.49551,0.0054692
6.3999,177.58,362,0.49055,0.0054144
6.2749,176.49,356,0.49576,0.0054719
5.1304,146.59,298,0.49191,0.0054294
6.0937,175.62,354,0.4961,0.0054757
4.6351,131.24,264,0.49712,0.0054869
5.8111,174.23,352,0.49497,0.0054632
6.9348,198.17,402,0.49296,0.005441
4.5774,123.09,250,0.49236,0.0054344
5.3042,150.56,304,0.49526,0.0054664
6.5306,178.97,366,0.48899,0.0053972
5.7365,160.72,328,0.49,0.0054083
5.9328,165.07,336,0.49128,0.0054225
6.007,167.95,340,0.49397,0.0054522
6.378,177.01,362,0.48898,0.005397
6.3076,176.88,358,0.49408,0.0054533
4.6681,125.25,254,0.49311,0.0054427
6.1167,167.05,338,0.49423,0.005455
4.7663,140.59,284,0.49504,0.0054639
6.6741,185.57,380,0.48834,0.00539
5.63,167.74,342,0.49047,0.0054135
6.5246,181.81,370,0.49138,0.0054235
5.8967,162.19,336,0.48271,0.0053278
5.3177,152.73,320,0.47728,0.0052679
5.8165,167.94,348,0.48259,0.0053265
5.0873,137.49,286,0.48073,0.0053061
6.2864,170.18,356,0.47803,0.0052763
5.0537,139.77,292,0.47866,0.0052832
5.8331,157.74,330,0.478,0.0052759
5.22,140.94,294,0.47939,0.0052912
5.6743,153.62,322,0.47708,0.0052657
6.1619,176.41,368,0.47937,0.0052911
6.2871,171.52,360,0.47644,0.0052587
5.4421,147.41,310,0.47552,0.0052485
5.7534,160.25,334,0.47979,0.0052956
5.8423,163.02,340,0.47947,0.0052921
5.6144,151.82,316,0.48044,0.0053028
5.627,160.36,336,0.47726,0.0052677
5.4395,151.66,316,0.47994,0.0052973
5.1939,145.36,302,0.48132,0.0053126
5.453,150.73,314,0.48003,0.0052983
5.2762,146,306,0.47712,0.0052662
5.8368,158.38,332,0.47705,0.0052654
5.7465,156.09,324,0.48176,0.0053174
6.0653,170.14,352,0.48335,0.005335
5.3207,153.55,308,0.49854,0.0055026
3.7847,102.08,212,0.48151,0.0053146
5.8392,156.43,328,0.47692,0.005264
5.6898,157.27,330,0.47658,0.0052602
4.4321,123.51,256,0.48246,0.0053251
5.1912,142.89,298,0.4795,0.0052924
5.5722,150.78,316,0.47715,0.0052665
5.9494,163.09,342,0.47687,0.0052634
5.9328,162.07,340,0.47668,0.0052613
5.7338,160.85,338,0.47589,0.0052526
5.8572,164.81,342,0.4819,0.0053189
5.4081,153.81,320,0.48066,0.0053052
5.5283,150.99,316,0.47782,0.0052739
5.3695,144.78,304,0.47625,0.0052566
6.3481,179.12,376,0.47638,0.005258
6.5427,185.53,388,0.47817,0.0052778
6.225,169.31,354,0.47828,0.0052789
4.9925,139.37,292,0.47729,0.0052681
6.0375,168.6,354,0.47627,0.0052568
4.3382,120.66,252,0.47881,0.0052848
6.824,189.89,396,0.47952,0.0052927
6.658,184.5,388,0.47552,0.0052485
5.7037,161.26,336,0.47994,0.0052973
4.9347,131.71,276,0.47721,0.0052672
5.9505,166.52,344,0.48407,0.0053429
5.1117,145.74,292,0.49911,0.0055089
5.5344,147.01,308,0.47731,0.0052682
5.8306,159.22,334,0.47671,0.0052616
6.2926,172.32,362,0.47602,0.005254
5.9899,168.82,352,0.4796,0.0052936
6.0989,174.97,368,0.47546,0.0052479
6.4168,179.51,374,0.47997,0.0052977
6.1101,163.23,342,0.47728,0.0052679
6.422,173.45,364,0.47651,0.0052594
5.8677,158.18,332,0.47645,0.0052587
6.1954,172.05,356,0.48329,0.0053342
4.6949,126.89,264,0.48064,0.0053051
6.3272,179.8,376,0.47819,0.005278
5.7748,158.15,330,0.47924,0.0052896
5.96,163.5,344,0.47529,0.005246
6.5294,184.98,384,0.48172,0.0053169
5.7342,156.43,328,0.47692,0.005264
5.437,157.59,330,0.47755,0.0052709
5.8726,159.86,336,0.47577,0.0052513
5.8617,163.36,342,0.47766,0.0052721
6.1139,171.51,358,0.47908,0.0052878
5.9199,167.62,352,0.47619,0.0052559
5.5641,153.79,322,0.47761,0.0052716
5.0365,139.11,288,0.48302,0.0053313
6.4514,179.18,374,0.47909,0.0052879
4.9875,136.85,286,0.4785,0.0052814
5.4297,154.03,322,0.47835,0.0052798
6.1235,167.29,350,0.47797,0.0052756
6.3194,172.47,360,0.47908,0.0052878
6.0627,166.67,350,0.4762,0.005256
5.2472,146.32,306,0.47817,0.0052778
6.5791,182.91,382,0.47882,0.005285
5.8081,158.29,328,0.48259,0.0053266
5.647,165.27,342,0.48325,0.0053338
5.4637,146.41,306,0.47846,0.005281
5.4114,148.48,310,0.47897,0.0052866
5.8677,164.82,346,0.47636,0.0052578
5.7597,162.04,336,0.48226,0.0053229
6.1007,168.13,350,0.48037,0.0053021
6.1546,173.96,362,0.48055,0.0053041
4.4571,124.56,256,0.48656,0.0053704
5.08,146.45,296,0.49476,0.0054609
5.3565,142.47,294,0.48459,0.0053486
6.4426,179.87,378,0.47585,0.0052521
5.598,153.98,320,0.48119,0.0053111
5.9748,171.8,360,0.47722,0.0052673
5.7341,159.64,332,0.48084,0.0053073
5.3339,143.77,298,0.48245,0.005325
6.3766,177.77,370,0.48046,0.005303
5.1355,143.37,296,0.48436,0.0053461
6.1569,168.74,354,0.47667,0.0052612
5.8255,165.14,346,0.47728,0.005268
5.9309,163.42,342,0.47784,0.0052741
5.7474,159.39,334,0.47722,0.0052672
6.0346,170.54,356,0.47904,0.0052874
7.1437,199.91,420,0.47598,0.0052535
5.4029,147.63,308,0.47932,0.0052904
4.0058,126.56,252,0.50222,0.0055432
6.472,208.71,416,0.50171,0.0055375
5.465,161.24,322,0.50075,0.0055269
5.3511,166.92,334,0.49976,0.0055161
5.9436,193.99,386,0.50256,0.005547
5.4998,175.94,352,0.49983,0.0055168
5.8613,197.67,392,0.50426,0.0055657
5.3256,167.96,336,0.49988,0.0055174
5.832,185.2,370,0.50054,0.0055247
6.0032,190.38,380,0.501,0.0055297
5.2949,166.25,330,0.50379,0.0055605
5.3104,162.65,322,0.50512,0.0055753
5.8155,201.84,400,0.5046,0.0055695
6.2127,199.44,398,0.50111,0.0055309
5.4022,169.04,338,0.50012,0.00552
4.7002,154.1,306,0.50359,0.0055584
5.8148,190.39,380,0.50103,0.00553
5.1918,165.05,330,0.50015,0.0055204
6.1561,199.25,396,0.50316,0.0055535
6.6435,206.7,412,0.5017,0.0055375
4.4015,139.42,278,0.50151,0.0055354
5.7168,184.52,366,0.50415,0.0055645
5.2067,163.91,328,0.49973,0.0055157
5.4863,172.7,342,0.50497,0.0055736
5.7239,179.03,358,0.50008,0.0055196
6.7679,220.07,438,0.50244,0.0055457
5.3613,168.24,336,0.50071,0.0055266
5.3893,172.1,344,0.50029,0.0055219
6.7148,217.3,432,0.50301,0.0055519
6.0266,183.61,366,0.50167,0.0055371
4.8556,153.92,308,0.49974,0.0055158
5.2712,167.73,336,0.4992,0.0055098
6.1389,190.92,378,0.50508,0.0055748
5.9716,196.13,392,0.50033,0.0055224
5.7151,179.42,358,0.50117,0.0055317
5.2423,169.76,340,0.49929,0.0055109
6.0367,201.62,402,0.50154,0.0055357
5.9907,185.2,370,0.50054,0.0055247
5.2492,168.99,338,0.49997,0.0055184
5.075,159.98,320,0.49994,0.005518
5.3041,167.42,332,0.50428,0.0055659
5.1204,160.1,318,0.50346,0.0055569
6.1757,193.66,386,0.50171,0.0055376
6.0909,196.48,392,0.50122,0.0055322
5.6537,174.25,348,0.50072,0.0055266
4.26,138.2,276,0.50072,0.0055267
5.7334,178.31,356,0.50087,0.0055283
3.9458,120.36,238,0.50571,0.0055818
3.8461,122.17,244,0.5007,0.0055264
5.9506,191.56,382,0.50147,0.0055349
5.6528,175.05,350,0.50014,0.0055203
4.8363,152.01,304,0.50003,0.0055191
5.4261,174.83,350,0.49951,0.0055133
5.9062,184.16,368,0.50043,0.0055235
3.7037,119.21,236,0.50513,0.0055753
4.8989,151.15,300,0.50383,0.005561
4.7287,153.82,308,0.49942,0.0055123
5.815,183.61,364,0.50442,0.0055675
5.101,164.76,330,0.49927,0.0055107
3.9767,129.38,258,0.50147,0.005535
6.0614,198.06,394,0.50269,0.0055484
6.3868,213.53,426,0.50124,0.0055324
5.0019,161.94,324,0.49981,0.0055167
5.0744,158.93,318,0.49978,0.0055163
5.7506,181.19,362,0.50052,0.0055245
5.3994,166.97,334,0.49991,0.0055177
6.051,196.3,392,0.50077,0.0055271
3.8079,122.29,244,0.50119,0.0055318
5.0481,161.9,324,0.49969,0.0055153
5.9898,190.55,380,0.50145,0.0055347
6.024,192.56,384,0.50146,0.0055348
4.6326,148.34,294,0.50456,0.005569
6.4629,201.79,402,0.50197,0.0055404
5.4271,171.08,340,0.50318,0.0055538
5.1995,164.55,330,0.49864,0.0055037
3.6788,117.22,234,0.50094,0.0055291
4.5971,147.91,296,0.4997,0.0055153
6.0391,193.19,386,0.50049,0.0055241
5.7729,185.97,368,0.50535,0.0055778
7.1718,225.19,448,0.50266,0.005548
4.5726,142.74,286,0.49909,0.0055087
5.544,180.23,358,0.50344,0.0055566
4.8682,153.1,304,0.50362,0.0055586
5.563,168.87,338,0.49962,0.0055145
6.3083,192.75,384,0.50195,0.0055403
6.0715,190.98,382,0.49995,0.0055181
4.7686,150.06,298,0.50356,0.005558
5.7186,181.08,362,0.50022,0.0055211
5.0822,160.25,318,0.50393,0.0055621
5.7298,187.54,376,0.49878,0.0055052
4.7402,154.4,312,0.49487,0.0054621
5.5114,174.69,352,0.49628,0.0054776
4.6486,150.61,304,0.49543,0.0054682
4.2394,130.84,264,0.49561,0.0054702
6.0098,182.06,364,0.50016,0.0055205
5.2763,165.07,330,0.50021,0.005521
5.1699,166.39,336,0.49521,0.0054658
5.9961,192.34,384,0.50089,0.0055285
5.0441,158.53,320,0.49541,0.005468
6.3338,198.29,398,0.49822,0.005499
9.9962,342.24,692,0.49457,0.0054587
10.56,363.6,738,0.49268,0.0054379
10.756,371.26,750,0.49501,0.0054637
10.781,360.68,734,0.49139,0.0054237
10.299,347.44,708,0.49073,0.0054164
11.02,372.57,758,0.49152,0.0054251
11.138,382.55,778,0.49171,0.0054272
11.273,377.96,762,0.49601,0.0054747
10.487,354.52,716,0.49514,0.0054651
10.064,341.04,692,0.49283,0.0054396
11.25,379.23,772,0.49123,0.0054219
10.749,361.91,736,0.49173,0.0054274
11.129,374.5,760,0.49276,0.0054388
11.039,377.57,768,0.49163,0.0054263
11.249,377.57,768,0.49163,0.0054263
10.684,364.13,742,0.49074,0.0054165
10.835,363.53,740,0.49126,0.0054222
10.048,343.98,694,0.49565,0.0054707
10.156,346.39,700,0.49484,0.0054618
10.806,363.92,740,0.49178,0.005428
10.617,361.25,730,0.49486,0.005462
10.348,355,722,0.49169,0.005427
10.447,351.73,716,0.49124,0.005422
10.349,352.44,712,0.495,0.0054635
10.668,360.45,734,0.49108,0.0054202
10.279,346,704,0.49148,0.0054246
10.106,340.45,692,0.49198,0.0054302
10.73,362.98,738,0.49184,0.0054287
10.483,357.5,726,0.49242,0.0054351
10.826,366.26,742,0.49361,0.0054482
10.914,377.72,762,0.4957,0.0054712
10.8,365.62,742,0.49275,0.0054387
10.592,357.42,726,0.49231,0.0054339
11.153,386.59,778,0.4969,0.0054845
10.797,369.49,742,0.49796,0.0054962
9.9778,347.34,698,0.49762,0.0054925
11.205,377.73,766,0.49312,0.0054428
10.934,367.64,746,0.49282,0.0054394
10.676,369.7,752,0.49162,0.0054262
10.224,346.52,704,0.49222,0.0054328
9.9444,334.52,680,0.49194,0.0054298
11.315,387.63,780,0.49696,0.0054852
10.444,359.27,728,0.4935,0.005447
10.549,353.39,716,0.49356,0.0054476
10.451,353.57,716,0.49381,0.0054504
10.394,353.29,710,0.49759,0.0054921
10.086,343.56,696,0.49362,0.0054483
10.413,360.62,726,0.49672,0.0054825
10.813,371.21,746,0.4976,0.0054922
10.315,348.61,706,0.49378,0.0054501
10.258,343.44,700,0.49063,0.0054153
11.185,378.16,768,0.4924,0.0054348
10.216,348.81,710,0.49128,0.0054225
10.409,353.14,712,0.49598,0.0054744
11.098,381.56,770,0.49553,0.0054694
10.133,345.55,704,0.49084,0.0054176
10.023,340.67,694,0.49088,0.005418
11.242,388.01,782,0.49618,0.0054765
10.477,354.62,722,0.49116,0.0054212
10.669,357.64,728,0.49126,0.0054223
10.636,364.5,742,0.49124,0.005422
10.892,367.48,740,0.49659,0.0054811
10.524,355.94,724,0.49163,0.0054263
10.24,359.6,726,0.49532,0.005467
10.499,357.58,728,0.49118,0.0054214
10.507,356.62,726,0.49121,0.0054217
10.543,358.86,730,0.49159,0.0054259
11.707,397.27,802,0.49535,0.0054674
10.533,354.23,718,0.49336,0.0054454
10.076,342.9,690,0.49696,0.0054851
11.068,372.65,752,0.49555,0.0054695
10.661,366.29,732,0.5004,0.0055231
10.858,360.15,730,0.49336,0.0054454
9.9252,335.9,684,0.49108,0.0054203
9.9448,338.92,690,0.49119,0.0054214
10.07,339.58,692,0.49072,0.0054163
10.826,366.5,744,0.49261,0.0054371
10.788,365.42,744,0.49116,0.0054211
10.3,348.84,710,0.49132,0.0054229
10.542,357.37,726,0.49225,0.0054331
10.598,355.98,724,0.49169,0.0054269
9.7417,337.44,680,0.49624,0.0054772
11.289,373.68,776,0.48155,0.005315
11.089,372.04,768,0.48443,0.0053468
10.613,352.96,728,0.48484,0.0053513
11.335,369.64,770,0.48005,0.0052985
10.283,345.63,714,0.48408,0.0053429
10.239,344.04,718,0.47916,0.0052887
10.923,364,756,0.48148,0.0053143
10.564,349.81,728,0.48051,0.0053036
10.982,364.21,748,0.48691,0.0053742
10.439,341.05,708,0.48171,0.0053168
10.42,344.39,710,0.48506,0.0053538
10.367,338.99,704,0.48152,0.0053147
10.685,354.93,732,0.48488,0.0053518
10.379,352.12,724,0.48635,0.0053681
10.439,348.78,724,0.48174,0.0053172
10.851,360.59,750,0.48079,0.0053066
10.882,357.41,746,0.4791,0.005288
10.122,340.22,704,0.48327,0.005334
8.2598,270.4,542,0.49889,0.0055065
7.9036,259.09,520,0.49825,0.0054994
7.7935,260.27,522,0.4986,0.0055033
7.8159,256.31,514,0.49866,0.0055039
7.3882,243.29,488,0.49855,0.0055026
8.1627,268.01,538,0.49816,0.0054984
7.9871,264.25,526,0.50238,0.0055449
7.8493,257.53,506,0.50895,0.0056175
8.5105,279.84,560,0.49971,0.0055155
7.8062,264.56,526,0.50297,0.0055514
8.0776,266.86,536,0.49787,0.0054952
7.9167,261.24,524,0.49855,0.0055027
8.1779,271.35,540,0.5025,0.0055463
8.3162,275.05,552,0.49828,0.0054997
7.9378,261.92,524,0.49985,0.005517
8.0448,264.27,530,0.49862,0.0055035
8.183,273.29,544,0.50237,0.0055449
7.9247,260.05,522,0.49818,0.0054986
8.1308,265.89,534,0.49792,0.0054958
8.0138,267.47,532,0.50276,0.0055492
8.1441,267.59,532,0.50299,0.0055517
7.7091,257.15,512,0.50225,0.0055435
8.3976,272.44,542,0.50266,0.005548
8.0385,266.88,536,0.49791,0.0054956
7.7905,255.87,514,0.4978,0.0054944
8.57,277.36,556,0.49885,0.005506
8.1849,270.63,538,0.50303,0.0055521
7.9887,266.78,536,0.49772,0.0054936
8.1699,265.03,530,0.50006,0.0055193
7.6174,248.68,498,0.49936,0.0055116
8.1245,264.34,530,0.49875,0.005505
7.7335,258.9,518,0.49981,0.0055166
8.09,264.83,532,0.4978,0.0054944
8.0661,267.65,532,0.5031,0.0055529
8.0249,268.28,538,0.49866,0.0055039
7.8981,256.92,516,0.49791,0.0054956
7.7551,256.63,514,0.49928,0.0055108
7.5042,246.26,490,0.50257,0.0055471
7.9197,260.58,522,0.4992,0.0055098
8.2851,271.66,546,0.49755,0.0054916
8.0322,266.08,534,0.49828,0.0054997
7.7782,260.63,522,0.49929,0.0055109
7.5777,250.37,502,0.49875,0.0055049
8.0543,263.81,528,0.49964,0.0055147
8.0773,264.26,530,0.4986,0.0055033
7.6624,256.28,510,0.50251,0.0055464
8.0713,265.2,532,0.4985,0.0055021
7.8477,262.31,526,0.49869,0.0055042
7.9217,262.11,524,0.50021,0.005521
8.1372,264,530,0.49811,0.0054979
8.0136,264.09,530,0.49828,0.0054998
8.0159,264.1,530,0.4983,0.0055
7.9119,261.32,524,0.4987,0.0055044
8.4395,277.74,558,0.49774,0.0054938
8.0388,261.36,520,0.50262,0.0055476
8.4169,276.31,550,0.50238,0.005545
8.1766,268.13,538,0.49838,0.0055009
8.2901,272.89,544,0.50164,0.0055368
7.9674,258.37,518,0.49878,0.0055053
7.7938,253.84,510,0.49773,0.0054936
8.3776,274.15,550,0.49845,0.0055016
7.743,253.05,508,0.49813,0.0054981
7.9553,262.13,526,0.49835,0.0055004
8.4142,276.92,556,0.49806,0.0054973
7.9722,257.94,518,0.49795,0.0054961
7.8737,257.3,516,0.49864,0.0055037
8.2123,270.7,536,0.50504,0.0055743
8.2143,275.73,548,0.50316,0.0055535
8.1098,267.78,532,0.50335,0.0055556
8.4147,280.83,564,0.49793,0.0054958
8.0421,262.34,526,0.49875,0.0055049
8.2484,270.95,538,0.50362,0.0055587
7.899,259.49,520,0.49902,0.0055079
8.2754,272.09,546,0.49833,0.0055003
8.1546,265.97,534,0.49807,0.0054974
7.4504,246.26,494,0.4985,0.0055022
7.9741,263.95,530,0.49802,0.0054968
8.0771,264.93,532,0.49799,0.0054965
8.1822,268.92,540,0.498,0.0054966
7.7638,248.43,498,0.49886,0.0055061
7.9151,261.53,520,0.50294,0.0055512
8.183,270.76,538,0.50327,0.0055548
8.2051,266.93,536,0.498,0.0054967
7.9607,261.98,526,0.49806,0.0054973
7.6711,250.1,502,0.49821,0.0054989
8.0919,267.37,538,0.49697,0.0054853
8.899,282.63,568,0.49759,0.0054921
8.4606,275.49,554,0.49727,0.0054886
7.8964,263.88,530,0.49789,0.0054954
7.9734,262.1,526,0.49829,0.0054998
8.6036,282.72,568,0.49775,0.0054938
8.3032,277.61,554,0.5011,0.0055309
8.0252,257.33,516,0.4987,0.0055044
8.0325,261.8,526,0.49772,0.0054935
8.0127,264.28,526,0.50243,0.0055456
8.1224,267.6,538,0.4974,0.00549
7.4728,250.17,494,0.50642,0.0055895
8.0672,266.7,532,0.50132,0.0055332
7.5032,248.43,494,0.50289,0.0055507
8.3162,272.54,548,0.49734,0.0054893
7.6323,222.19,448,0.49596,0.0054741
7.9071,230.66,466,0.49498,0.0054633
7.5101,217.82,440,0.49505,0.005464
7.9465,234.53,470,0.499,0.0055077
7.7769,232.5,466,0.49893,0.0055069
7.3821,214.21,432,0.49586,0.005473
7.4043,214.21,432,0.49586,0.005473
7.6182,224.14,452,0.49588,0.0054733
7.1015,200.89,404,0.49725,0.0054884
7.475,216.57,432,0.50132,0.0055333
7.6675,224.45,448,0.501,0.0055298
7.2571,210,422,0.49763,0.0054925
7.3771,216.13,436,0.49571,0.0054714
8.1206,240.66,480,0.50138,0.0055339
7.7151,225.74,452,0.49942,0.0055124
7.5986,218.54,440,0.49668,0.0054821
7.799,229.01,462,0.49569,0.0054712
7.761,227.23,458,0.49614,0.005476
7.1791,213.18,430,0.49577,0.005472
7.7249,225.76,456,0.49509,0.0054645
8.008,229.94,462,0.49771,0.0054934
7.509,214.75,432,0.49711,0.0054868
7.5267,220.37,444,0.49633,0.0054782
7.5118,220.18,444,0.4959,0.0054735
7.4145,214.04,432,0.49546,0.0054686
7.4102,211.3,426,0.49601,0.0054747
7.5177,220.41,440,0.50093,0.005529
7.7541,226.77,458,0.49513,0.005465
7.7805,226.08,456,0.49579,0.0054722
7.8816,233.83,472,0.4954,0.005468
7.9218,231.11,466,0.49594,0.0054739
7.4723,223.6,452,0.49469,0.0054601
7.6899,221.89,448,0.49529,0.0054667
