First,Run_Time,Third,Fourth,Fifth
7.2538,150.36,448,0.33563,0.0055012
7.4572,156.93,468,0.33532,0.0054962
6.7196,142.84,424,0.33689,0.0055219
7.1409,153.05,448,0.34163,0.0055997
7.2004,151.63,454,0.33399,0.0054744
6.7318,139.49,418,0.33371,0.0054698
7.8444,164.62,494,0.33324,0.0054621
7.9365,167.66,502,0.33398,0.0054743
7.8476,167.18,502,0.33303,0.0054587
6.8271,144.57,432,0.33465,0.0054853
7.8357,164.34,494,0.33267,0.0054528
7.5971,158.42,472,0.33564,0.0055014
7.0388,150.06,446,0.33646,0.0055149
8.3292,173.79,520,0.33421,0.0054781
7.8107,163.94,492,0.33321,0.0054617
8.2757,177.13,530,0.33421,0.005478
8.2166,174.29,518,0.33647,0.005515
7.8403,162.79,488,0.33359,0.0054678
8.7111,183.6,548,0.33504,0.0054916
8.3687,176.38,524,0.3366,0.0055173
7.4109,156.21,468,0.33378,0.005471
7.5178,161.37,482,0.33479,0.0054876
7.4898,159.98,476,0.33609,0.0055089
7.2233,152.74,458,0.33349,0.0054663
7.456,156.56,464,0.33741,0.0055306
7.4127,158.83,464,0.34231,0.0056107
7.5334,160.22,476,0.3366,0.0055172
8.0964,172.23,516,0.33378,0.005471
7.7931,163.82,488,0.3357,0.0055024
7.6784,159.88,480,0.33308,0.0054596
6.7008,141.92,426,0.33315,0.0054606
7.2232,151.21,454,0.33306,0.0054592
7.4033,155.87,464,0.33593,0.0055062
6.8925,145.67,436,0.33411,0.0054763
8.1389,171.7,514,0.33405,0.0054754
7.7899,166.51,500,0.33302,0.0054585
7.6019,157.35,472,0.33337,0.0054643
7.6692,163.74,486,0.33691,0.0055224
7.2356,151.82,452,0.33588,0.0055055
6.7973,143.59,428,0.33549,0.005499
7.4153,156.06,466,0.33489,0.0054892
7.526,164.97,490,0.33667,0.0055184
7.8832,167.4,502,0.33347,0.0054659
7.6832,161.69,484,0.33407,0.0054758
7.9711,167.97,504,0.33327,0.0054627
7.2203,154.26,462,0.3339,0.0054729
7.6893,163.88,488,0.33582,0.0055044
7.2587,150.76,452,0.33354,0.0054671
7.9937,172.53,518,0.33307,0.0054594
7.6469,163.82,492,0.33297,0.0054577
7.8591,163.88,490,0.33445,0.005482
6.9362,144.18,432,0.33375,0.0054705
7.5156,155.99,468,0.33331,0.0054633
8.0314,169.64,508,0.33394,0.0054736
8.9004,187.38,562,0.33342,0.005465
7.3362,154.72,464,0.33345,0.0054656
7.3257,153.68,462,0.33264,0.0054523
7.4525,153.38,458,0.33489,0.0054892
7.9558,166.22,496,0.33512,0.005493
7.5067,156.01,468,0.33335,0.005464
7.5956,160.47,482,0.33293,0.005457
7.9338,165.79,496,0.33425,0.0054788
7.542,159.1,476,0.33424,0.0054786
7.955,167.88,502,0.33442,0.0054815
7.9876,169.34,506,0.33466,0.0054855
7.8048,164.2,490,0.3351,0.0054927
8.2214,174.33,522,0.33397,0.005474
7.5846,159.82,478,0.33435,0.0054804
8.7223,183.86,552,0.33308,0.0054595
8.3363,172.6,514,0.3358,0.0055041
7.6095,160.72,480,0.33483,0.0054883
5.8675,123.3,368,0.33505,0.0054919
7.0696,147.55,444,0.33232,0.0054471
8.1447,174.29,524,0.33261,0.0054519
7.4358,157.22,474,0.33169,0.0054367
6.9958,146.14,440,0.33214,0.0054441
7.7793,163.77,492,0.33287,0.005456
7.7349,165.36,494,0.33474,0.0054867
8.5938,184.53,548,0.33673,0.0055194
8.2039,173.65,516,0.33653,0.0055161
8.8961,191.17,570,0.33539,0.0054973
7.7562,166.18,498,0.33369,0.0054696
8.1897,170.33,510,0.33398,0.0054743
7.6308,163.17,490,0.333,0.0054582
8.4794,176.76,532,0.33226,0.005446
7.9949,167.4,504,0.33214,0.0054442
7.2998,155.21,466,0.33307,0.0054593
9.2073,196.21,590,0.33256,0.005451
7.8114,165.6,498,0.33253,0.0054505
7.7225,162.64,490,0.33192,0.0054405
6.9748,145.05,436,0.33268,0.005453
8.435,179.23,532,0.3369,0.0055221
6.1531,119.46,416,0.28716,0.0054759
5.5266,105.39,368,0.28639,0.0054611
6.5279,120.9,422,0.28649,0.0054631
5.7387,109.69,380,0.28866,0.0055044
6.0341,115.48,402,0.28726,0.0054778
5.7815,108.6,378,0.2873,0.0054786
5.6087,107.71,376,0.28646,0.0054626
6.2746,119.15,412,0.2892,0.0055148
5.5231,102.58,358,0.28654,0.005464
5.8649,114.56,398,0.28784,0.0054888
6.538,123.72,432,0.28639,0.0054612
5.8219,108.15,376,0.28763,0.0054849
6.4042,117.62,410,0.28688,0.0054705
5.5237,104.65,366,0.28593,0.0054524
6.0516,115.18,404,0.2851,0.0054366
5.8622,111.26,386,0.28824,0.0054964
5.7611,105.34,368,0.28625,0.0054585
6.553,124.58,436,0.28573,0.0054487
6.3882,121.73,424,0.2871,0.0054747
6.1989,115.76,402,0.28796,0.0054911
6.2518,118.36,414,0.28589,0.0054517
5.7768,111.43,390,0.28572,0.0054484
6.673,127.92,444,0.28811,0.0054939
6.1669,120.08,418,0.28727,0.005478
5.9104,112.42,390,0.28826,0.0054968
5.8037,106.83,372,0.28718,0.0054762
6.823,132.82,464,0.28625,0.0054585
6.9771,140.94,492,0.28646,0.0054626
7.1787,135.92,474,0.28675,0.0054681
6.1126,115.2,402,0.28657,0.0054646
5.9139,112.83,392,0.28783,0.0054887
5.7036,108.92,380,0.28663,0.0054658
6.0188,113.91,396,0.28765,0.0054852
6.6356,125.01,436,0.28672,0.0054675
5.4887,103.05,360,0.28625,0.0054585
5.6101,109.76,384,0.28583,0.0054506
5.9851,114.42,400,0.28605,0.0054547
5.7625,111.53,390,0.28597,0.0054533
5.1642,97.44,340,0.28659,0.005465
6.424,122.61,426,0.28782,0.0054884
5.5987,107.32,374,0.28695,0.0054719
5.8892,114.71,398,0.28822,0.005496
6.4323,123.45,428,0.28843,0.0055002
6.486,124.12,432,0.28731,0.0054788
5.6514,108.71,380,0.28608,0.0054553
5.3372,100.45,350,0.287,0.0054728
6.5989,119.8,416,0.28798,0.0054915
6.1509,118.94,416,0.28591,0.0054521
5.2217,98.21,342,0.28716,0.0054759
6.1752,117.17,410,0.28578,0.0054496
5.798,111.11,388,0.28637,0.0054607
6.5244,124.82,434,0.2876,0.0054843
4.79,92.2,322,0.28634,0.0054601
6.1426,116.11,406,0.28599,0.0054535
6.342,122.67,426,0.28796,0.0054911
5.6503,104.14,364,0.2861,0.0054556
5.3122,101.98,356,0.28646,0.0054625
6.0742,114.23,398,0.28701,0.005473
5.8917,115.52,402,0.28736,0.0054797
5.1363,99.85,348,0.28693,0.0054714
6.387,122.09,426,0.2866,0.0054651
5.4129,103.38,360,0.28717,0.005476
6.3821,120.88,418,0.28919,0.0055145
5.8561,111.23,388,0.28668,0.0054666
5.4093,103.34,360,0.28706,0.0054739
6.1681,112.3,392,0.28648,0.0054629
6.0503,115.17,402,0.28649,0.0054631
6.6244,126.52,442,0.28624,0.0054584
6.1387,120.44,418,0.28813,0.0054944
6.406,123.64,432,0.2862,0.0054576
5.2235,100.25,342,0.29313,0.0055897
5.4325,103.83,362,0.28682,0.0054694
5.9363,113.18,396,0.28581,0.0054501
5.7293,107.05,374,0.28623,0.0054581
5.804,112.27,390,0.28787,0.0054894
6.2294,117.85,412,0.28604,0.0054546
6.0823,119.47,418,0.28581,0.0054502
6.4462,125.13,434,0.28832,0.0054979
5.8896,111.49,386,0.28883,0.0055078
6.2715,119.07,416,0.28623,0.0054581
5.7541,110.15,382,0.28835,0.0054986
5.5392,109.2,380,0.28737,0.0054798
6.8664,131.99,458,0.28819,0.0054955
7.0465,134.15,468,0.28665,0.0054661
5.8442,109.94,384,0.2863,0.0054595
5.9122,112.27,392,0.2864,0.0054614
6.16,116.8,408,0.28627,0.005459
6.1597,113.95,398,0.28631,0.0054596
6.0306,113.86,398,0.28608,0.0054553
6.1581,117.86,412,0.28607,0.005455
6.0106,113.32,394,0.28761,0.0054845
5.9024,112.3,394,0.28503,0.0054352
5.2021,95.74,332,0.28837,0.005499
5.5835,106.44,372,0.28613,0.0054562
6.4716,122.17,424,0.28814,0.0054945
6.3264,122.58,428,0.2864,0.0054614
6.5785,125.07,436,0.28686,0.0054701
5.8005,110.22,384,0.28703,0.0054734
5.8193,111.73,390,0.28649,0.005463
6.4158,119.23,416,0.28661,0.0054654
5.4395,85.67,336,0.25497,0.0056199
6.1793,102.27,404,0.25314,0.0055797
4.7394,80.01,310,0.2581,0.0056888
4.6406,77.23,306,0.25239,0.005563
6.5088,109.53,434,0.25237,0.0055627
6.5776,109.96,434,0.25336,0.0055845
4.6567,73.73,292,0.2525,0.0055655
4.0023,65.2,258,0.25271,0.0055702
6.0842,100.51,398,0.25254,0.0055663
4.5727,74.88,296,0.25297,0.0055759
5.684,92.59,368,0.2516,0.0055457
6.6309,111.24,440,0.25282,0.0055725
5.0502,85.11,336,0.2533,0.0055832
5.9535,98.54,386,0.25528,0.0056269
5.5007,92.65,366,0.25314,0.0055796
6.7978,109.26,428,0.25528,0.0056268
6.248,105.09,414,0.25384,0.005595
3.5264,55.86,220,0.25391,0.0055965
5.9232,100.21,396,0.25306,0.0055777
5.5268,90.69,358,0.25332,0.0055836
6.9326,116.74,462,0.25268,0.0055695
5.319,87.41,346,0.25263,0.0055683
5.312,83.32,330,0.25248,0.0055651
7.2599,123.31,484,0.25477,0.0056156
6.44,106.18,416,0.25524,0.0056259
6.6273,109.4,432,0.25324,0.0055818
5.7521,97.32,386,0.25212,0.0055572
7.0333,116.69,462,0.25258,0.0055671
5.7838,92.31,368,0.25084,0.0055289
6.0901,99.35,396,0.25088,0.0055299
5.9529,98.71,394,0.25053,0.0055221
6.5142,108.43,430,0.25216,0.005558
5.5911,94.25,374,0.25201,0.0055546
5.0263,81.09,322,0.25183,0.0055508
4.7526,79.72,316,0.25228,0.0055606
6.3596,99.56,394,0.25269,0.0055697
5.4865,93.67,364,0.25734,0.005672
5.7473,92.51,368,0.25139,0.0055409
5.3896,89.45,356,0.25126,0.0055382
5.4703,91.13,360,0.25314,0.0055796
5.0933,86.31,340,0.25385,0.0055953
5.2434,84.32,332,0.25398,0.005598
5.2534,88.42,352,0.25119,0.0055367
5.7926,94.69,376,0.25184,0.0055508
5.8209,98.72,390,0.25313,0.0055793
5.2871,88.12,350,0.25177,0.0055494
6.4975,105,416,0.2524,0.0055634
5.914,95.6,380,0.25158,0.0055452
4.2697,70.66,280,0.25236,0.0055623
4.7028,78.9,314,0.25127,0.0055384
5.7867,94.97,378,0.25124,0.0055378
3.905,62.24,246,0.25301,0.0055767
6.0967,101.56,402,0.25264,0.0055685
4.8182,81.07,322,0.25177,0.0055494
7.0162,116.11,456,0.25463,0.0056124
4.6,77.06,304,0.25349,0.0055872
5.5874,93.79,370,0.25349,0.0055872
5.3925,87.59,348,0.2517,0.0055477
6.1794,107.51,426,0.25237,0.0055626
4.8496,77.87,306,0.25448,0.0056091
5.5444,89.25,354,0.25212,0.0055571
5.1953,88.19,348,0.25342,0.0055857
4.7645,82.02,326,0.2516,0.0055455
5.9562,99.71,396,0.25179,0.0055499
5.8252,99.72,394,0.2531,0.0055786
3.3695,52.68,208,0.25327,0.0055824
6.3336,102.49,408,0.2512,0.0055368
5.523,88.88,354,0.25107,0.005534
5.9834,102.8,410,0.25073,0.0055265
7.0031,121.17,478,0.25349,0.0055874
6.7552,117.79,466,0.25277,0.0055714
5.6293,91.62,364,0.2517,0.0055479
5.8073,95.58,378,0.25286,0.0055733
5.8821,99.51,396,0.25129,0.0055388
4.42,71.53,282,0.25365,0.0055909
5.3904,91.53,364,0.25146,0.0055425
6.7627,108.19,418,0.25883,0.0057049
4.6393,73.53,290,0.25355,0.0055887
4.1058,66.56,264,0.25212,0.0055571
5.4786,89.81,356,0.25228,0.0055605
7.681,127.71,504,0.25339,0.0055852
4.8603,77.51,306,0.2533,0.0055831
6.4326,102.84,404,0.25455,0.0056108
5.1865,85.59,340,0.25174,0.0055486
4.9276,82.02,326,0.2516,0.0055455
3.3291,54.04,212,0.25491,0.0056185
5.9915,98.15,390,0.25167,0.0055471
6.0439,99.84,398,0.25085,0.0055292
5.2329,85.75,342,0.25073,0.0055265
3.8619,63.1,248,0.25444,0.0056081
5.6691,91.93,364,0.25255,0.0055667
5.0982,83.12,328,0.25341,0.0055856
6.5334,112.7,444,0.25383,0.0055948
5.8001,98.2,388,0.25309,0.0055785
6.0337,99.22,390,0.25441,0.0056076
5.6554,92.84,368,0.25228,0.0055607
5.4256,89.05,352,0.25298,0.0055761
4.7196,74.87,298,0.25124,0.0055377
5.5899,87.07,346,0.25165,0.0055467
4.7552,76.05,302,0.25182,0.0055505
9.4732,286.53,606,0.47282,0.0055836
9.2891,279,594,0.4697,0.0055467
9.3941,285.86,606,0.47172,0.0055705
9.1938,280.28,594,0.47185,0.0055721
9.6071,298.87,626,0.47743,0.005638
9.7536,298.95,624,0.47909,0.0056575
9.18,282.15,586,0.48148,0.0056859
9.5907,298.9,628,0.47596,0.0056206
9.3611,282.18,598,0.47187,0.0055724
9.2256,279.95,584,0.47937,0.0056608
9.1655,276.88,586,0.47249,0.0055797
9.2726,277,582,0.47595,0.0056204
9.6869,296.55,622,0.47677,0.0056302
9.6875,302.43,636,0.47552,0.0056154
9.7618,296.56,624,0.47526,0.0056123
9.566,286.62,608,0.47141,0.0055669
9.5853,291.63,614,0.47497,0.0056089
9.5384,298.63,614,0.48637,0.0057435
9.11,273.49,582,0.46991,0.0055492
9.4675,282.65,604,0.46796,0.0055262
9.7592,298.69,634,0.47112,0.0055635
9.6423,302.77,626,0.48366,0.0057115
9.7527,296.75,618,0.48018,0.0056704
9.1533,281.33,586,0.48009,0.0056693
9.3353,287.76,602,0.47801,0.0056448
9.1082,265.87,568,0.46808,0.0055276
9.1517,279.01,590,0.4729,0.0055845
9.1242,279.56,590,0.47383,0.0055955
9.2518,277.9,590,0.47102,0.0055623
9.5075,290.14,612,0.47408,0.0055985
9.3271,283.04,600,0.47173,0.0055707
8.9313,264.14,556,0.47507,0.0056101
9.8538,300.24,626,0.47962,0.0056638
9.6139,300.36,622,0.48289,0.0057025
9.2559,280.08,590,0.47471,0.0056059
9.091,278.93,588,0.47437,0.0056019
9.3842,279.59,594,0.47069,0.0055584
9.6322,297.34,630,0.47197,0.0055735
9.1647,277.17,584,0.47461,0.0056046
9.0807,274.44,574,0.47812,0.0056461
9.5474,290.05,606,0.47863,0.0056522
9.6227,297.23,620,0.4794,0.0056613
9.1494,278.92,586,0.47597,0.0056208
9.6452,290.07,628,0.46189,0.0054545
9.0897,269.07,580,0.46391,0.0054784
9.7476,289.5,622,0.46543,0.0054963
9.5335,291.66,622,0.46891,0.0055373
9.7351,291.93,624,0.46784,0.0055247
9.4197,285.55,604,0.47276,0.0055829
9.2494,282.9,596,0.47466,0.0056053
9.3901,288.54,596,0.48413,0.0057171
9.5164,291.19,608,0.47893,0.0056557
9.3223,292.12,612,0.47732,0.0056367
9.3094,279.43,590,0.47361,0.0055929
9.5102,289.25,616,0.46956,0.0055451
9.6069,290.93,622,0.46773,0.0055235
9.7623,295.02,630,0.46829,0.00553
9.5665,290.24,618,0.46964,0.005546
9.8079,304.11,636,0.47816,0.0056466
9.4312,287.76,602,0.47801,0.0056448
9.6053,297.89,624,0.47739,0.0056375
9.0816,274.95,578,0.47569,0.0056175
9.3577,287.61,614,0.46842,0.0055316
9.6841,294.8,626,0.47093,0.0055612
9.0622,269.72,572,0.47154,0.0055684
9.5801,293.56,614,0.47811,0.005646
9.695,303.13,632,0.47964,0.005664
9.6337,298.16,618,0.48246,0.0056974
9.3351,288.88,608,0.47513,0.0056108
9.4121,287.26,608,0.47247,0.0055794
9.3963,288.24,610,0.47252,0.0055801
9.5209,289.73,612,0.47342,0.0055906
9.3845,290.86,614,0.47371,0.0055941
9.2824,284.95,588,0.48461,0.0057228
9.6181,295.22,618,0.4777,0.0056412
9.2647,290.02,600,0.48337,0.0057081
9.3612,283.42,612,0.4631,0.0054688
9.4985,282.72,606,0.46653,0.0055093
9.3937,284.19,614,0.46285,0.0054658
9.4937,281.96,612,0.46072,0.0054406
9.2808,276.93,600,0.46155,0.0054505
9.1975,270.42,584,0.46305,0.0054681
9.4293,282.26,608,0.46424,0.0054823
9.7976,295.06,638,0.46248,0.0054614
9.5223,287.56,616,0.46682,0.0055127
9.7523,294.21,636,0.46259,0.0054628
9.6718,291.54,630,0.46276,0.0054648
9.8003,295.36,640,0.4615,0.0054499
9.5845,281.99,608,0.4638,0.005477
9.65,288.32,620,0.46503,0.0054916
9.5892,286.69,620,0.4624,0.0054605
9.7531,292.16,624,0.46821,0.005529
9.4128,281.96,602,0.46837,0.005531
9.3562,278.59,602,0.46277,0.0054649
10.027,301.09,650,0.46322,0.0054701
9.7699,288.61,620,0.4655,0.0054971
9.6725,290.99,626,0.46484,0.0054893
9.642,289.46,628,0.46092,0.0054431
9.1179,269.85,584,0.46207,0.0054566
9.6214,297.24,628,0.47331,0.0055894
7.6545,147.87,510,0.28994,0.0055289
6.6896,129.69,454,0.28566,0.0054473
5.8937,113.68,396,0.28707,0.0054742
6.4206,121.29,424,0.28606,0.0054549
6.7305,130.67,458,0.28531,0.0054405
5.828,119.67,418,0.28629,0.0054593
6.4353,124.35,434,0.28652,0.0054637
6.2522,119.82,416,0.28803,0.0054924
6.5081,130.01,452,0.28763,0.0054849
6.14,125.3,436,0.28739,0.0054802
6.3975,124.18,434,0.28613,0.0054562
5.3882,107.25,372,0.28831,0.0054977
7.0859,139.71,488,0.28629,0.0054593
6.1261,123.14,428,0.28771,0.0054864
6.7915,136.23,476,0.2862,0.0054575
6.7058,132.17,464,0.28485,0.0054318
7.2084,141.45,496,0.28518,0.0054381
6.1099,121.45,424,0.28644,0.0054621
6.2174,118.04,412,0.2865,0.0054634
6.3588,124.74,436,0.2861,0.0054557
6.3974,122.92,426,0.28854,0.0055023
6.9399,136.79,478,0.28617,0.005457
7.0514,137.42,480,0.28629,0.0054593
6.8127,132.35,458,0.28897,0.0055105
7.0383,139.66,488,0.28619,0.0054573
6.5288,125.53,438,0.2866,0.0054652
6.8143,140.65,488,0.28822,0.005496
7.3815,146.85,514,0.2857,0.005448
6.4834,127.37,444,0.28687,0.0054703
6.5795,124.72,436,0.28606,0.0054548
6.4334,126.21,442,0.28554,0.005445
7.6945,148.21,516,0.28723,0.0054772
6.4025,129.31,450,0.28736,0.0054796
6.1336,121.49,424,0.28653,0.0054639
6.3132,125.28,436,0.28734,0.0054793
7.4795,147.52,516,0.28589,0.0054517
6.7309,135.51,472,0.2871,0.0054747
7.3582,143.26,502,0.28538,0.0054419
6.8668,137.19,480,0.28581,0.0054502
6.3217,123.49,430,0.28719,0.0054764
7.3413,142.06,498,0.28526,0.0054397
6.208,122.04,428,0.28514,0.0054374
7.379,148.57,516,0.28793,0.0054905
5.6959,113.15,386,0.29313,0.0055898
7.075,136.81,474,0.28863,0.0055039
7.0683,139.06,486,0.28613,0.0054563
6.2329,122.53,428,0.28629,0.0054592
7.1465,141.76,496,0.28581,0.0054501
6.3433,125.62,436,0.28812,0.0054942
7.3477,143.73,502,0.28631,0.0054597
6.2584,123.85,434,0.28537,0.0054417
7.1386,137.58,482,0.28544,0.005443
6.9657,133.75,468,0.28579,0.0054498
6.2916,123.94,432,0.2869,0.0054709
6.9578,136.16,478,0.28485,0.0054319
7.1308,141.5,484,0.29236,0.0055749
6.6449,129.64,456,0.2843,0.0054213
5.8085,112.36,394,0.28518,0.0054381
5.1828,101.97,354,0.28805,0.0054929
6.8904,134.6,472,0.28517,0.0054379
7.072,141.04,490,0.28784,0.0054888
6.5179,125.88,442,0.2848,0.0054308
6.1115,120.55,422,0.28566,0.0054473
6.5582,130,456,0.28509,0.0054364
5.7933,115.51,404,0.28592,0.0054521
6.3681,124.73,438,0.28477,0.0054303
6.6802,134.3,472,0.28453,0.0054258
6.8109,132.58,466,0.28451,0.0054253
5.8602,113.27,398,0.2846,0.005427
5.958,112.81,396,0.28487,0.0054323
6.2192,121.69,428,0.28432,0.0054218
6.4418,123.91,434,0.28551,0.0054443
7.2684,142.25,498,0.28564,0.0054469
6.7178,132.04,452,0.29212,0.0055705
5.99,115.11,402,0.28634,0.0054603
6.7636,132.13,462,0.286,0.0054537
6.3278,127.06,434,0.29276,0.0055827
6.3614,126.56,440,0.28764,0.005485
6.6477,130.58,456,0.28636,0.0054606
6.3299,124.53,436,0.28562,0.0054465
7.0736,137.01,480,0.28544,0.005443
6.5134,126.34,440,0.28714,0.0054754
6.6821,127.23,446,0.28527,0.0054398
6.8098,129.83,454,0.28597,0.0054532
6.5679,130.37,454,0.28716,0.0054758
6.4833,124.57,436,0.28571,0.0054482
7.1123,139.06,484,0.28731,0.0054788
6.2633,119.5,418,0.28589,0.0054516
6.4546,124.33,432,0.2878,0.0054881
6.1436,118.53,414,0.2863,0.0054596
6.4157,125.62,440,0.2855,0.0054442
7.2998,148.72,522,0.2849,0.0054329
6.5299,131.15,460,0.28511,0.0054368
6.9226,131.7,460,0.2863,0.0054596
5.7037,115.19,402,0.28654,0.0054641
6.2804,124.53,438,0.28432,0.0054216
6.2092,121.34,426,0.28484,0.0054315
5.9468,118.8,408,0.29118,0.0055525
7.5139,149.87,526,0.28492,0.0054332
6.6084,128.24,452,0.28372,0.0054102
6.7064,147.52,432,0.34148,0.0054203
6.4754,140.79,412,0.34172,0.0054241
6.7303,145.32,424,0.34274,0.0054402
7.3392,158.55,466,0.34024,0.0054005
6.2997,133.59,392,0.34079,0.0054093
7.5349,170.77,502,0.34018,0.0053996
6.4268,143.02,420,0.34052,0.0054051
6.7791,150.73,442,0.34102,0.0054129
8.4892,189.74,552,0.34373,0.005456
7.3083,158.95,464,0.34256,0.0054374
7.3415,159.16,466,0.34155,0.0054213
7.5426,164.67,482,0.34164,0.0054228
7.2493,160.28,468,0.34248,0.0054361
6.7218,142.82,416,0.34332,0.0054494
6.36,139.96,410,0.34137,0.0054184
8.027,184.16,528,0.34879,0.0055362
6.2845,140.2,410,0.34195,0.0054277
7.528,170.22,496,0.34319,0.0054473
6.5277,146.32,426,0.34347,0.0054519
7.5472,168.21,494,0.34051,0.0054048
6.7171,144.91,424,0.34177,0.0054248
6.9458,154.64,452,0.34212,0.0054305
6.9922,149.17,436,0.34213,0.0054306
6.4125,140.45,410,0.34256,0.0054374
7.137,160.35,470,0.34117,0.0054153
8.0118,178.41,522,0.34178,0.005425
7.5761,164.06,480,0.34179,0.0054252
6.7533,149.27,436,0.34236,0.0054342
6.331,137.25,402,0.34142,0.0054192
6.1284,129.99,380,0.34208,0.0054297
6.9777,150.67,442,0.34088,0.0054107
6.0125,133.51,390,0.34233,0.0054338
6.9737,159.46,464,0.34366,0.0054549
6.286,137.08,398,0.34442,0.0054669
6.6357,147.36,430,0.3427,0.0054396
6.1004,128.65,376,0.34215,0.0054309
5.9461,126.62,370,0.34222,0.0054319
6.5323,142.63,416,0.34286,0.0054421
6.7627,146.19,428,0.34157,0.0054216
7.5108,168.51,490,0.3439,0.0054586
6.1757,132.83,386,0.34412,0.0054621
6.0721,132.28,388,0.34093,0.0054115
7.0484,152.87,448,0.34123,0.0054162
7.1584,163.94,470,0.34881,0.0055366
6.6911,144.76,424,0.34142,0.0054192
5.5108,118.92,348,0.34172,0.0054241
6.8923,152.68,448,0.3408,0.0054095
6.5784,139.77,410,0.3409,0.0054111
7.7877,172.53,506,0.34097,0.0054121
6.3676,140.76,410,0.34332,0.0054494
6.4846,140.06,410,0.34161,0.0054223
6.7785,155.96,456,0.34202,0.0054288
7.2527,161.74,472,0.34267,0.0054391
6.0537,133.14,386,0.34492,0.0054749
7.394,164.45,480,0.3426,0.0054381
7.5799,165.91,482,0.34421,0.0054636
6.5328,143.65,418,0.34366,0.0054548
6.4951,139.85,410,0.3411,0.0054142
6.5471,143.13,420,0.34079,0.0054092
6.1015,128.28,376,0.34117,0.0054153
6.2891,133.29,390,0.34177,0.0054248
7.0193,152.31,444,0.34304,0.005445
6.0849,131,384,0.34115,0.0054149
7.3628,160.21,470,0.34087,0.0054106
7.3904,166.19,488,0.34055,0.0054055
5.9193,127,372,0.3414,0.0054189
6.3844,141.98,416,0.3413,0.0054173
7.552,172.81,508,0.34018,0.0053996
6.3009,136.35,398,0.34259,0.0054378
7.5966,165.45,484,0.34184,0.0054259
6.2418,137.28,402,0.34149,0.0054204
6.9485,156.73,456,0.34371,0.0054556
6.6984,151.02,440,0.34323,0.005448
6.609,145.81,424,0.34389,0.0054585
7.1958,159.19,462,0.34457,0.0054692
7.2086,163.61,476,0.34372,0.0054558
6.9234,150.24,440,0.34145,0.0054198
7.599,168.8,492,0.34309,0.0054458
6.3389,141.1,412,0.34248,0.005436
6.3719,138.74,406,0.34172,0.0054241
6.3637,133.65,392,0.34094,0.0054117
7.0241,155.32,454,0.34211,0.0054303
6.3569,137.51,404,0.34037,0.0054026
5.2917,121.73,356,0.34194,0.0054275
7.418,162.92,478,0.34084,0.00541
6.7963,147.53,432,0.3415,0.0054206
6.8462,151.97,442,0.34382,0.0054574
6.0612,131.57,382,0.34442,0.005467
6.8699,150.26,440,0.3415,0.0054205
6.0137,130.14,380,0.34247,0.005436
6.4789,148.67,436,0.34099,0.0054124
6.4631,144.21,420,0.34336,0.00545
5.8975,125.24,366,0.34219,0.0054314
6.8707,152.26,438,0.34763,0.0055178
7.3629,164.46,482,0.3412,0.0054158
6.9462,158.63,458,0.34635,0.0054976
7.8586,171.76,502,0.34215,0.0054309
6.4016,139.44,408,0.34176,0.0054248
6.8239,151.43,442,0.3426,0.005438
6.9302,151.43,440,0.34416,0.0054628
6.41,124.69,422,0.29547,0.0057341
7.7154,150.64,512,0.29422,0.0057098
6.7796,132.53,450,0.29451,0.0057154
6.7877,134.2,456,0.2943,0.0057113
7.476,145.56,496,0.29347,0.0056952
6.5079,128.19,438,0.29267,0.0056797
6.8329,134.59,456,0.29515,0.0057279
7.4645,151.83,506,0.30006,0.0058231
6.6183,130.04,440,0.29555,0.0057355
6.8703,129.66,444,0.29203,0.0056672
6.4979,124.97,426,0.29336,0.005693
6.5402,122.89,420,0.2926,0.0056783
6.9256,130.72,446,0.29309,0.0056879
7.3143,137.59,470,0.29274,0.0056812
7.3847,142.4,486,0.293,0.0056862
7.4515,144.91,494,0.29334,0.0056927
6.6055,125.71,426,0.29509,0.0057268
7.2737,138.33,472,0.29307,0.0056875
7.0217,139.06,470,0.29587,0.0057419
6.3024,124.22,420,0.29576,0.0057397
5.6767,110.25,376,0.29322,0.0056904
7.4289,145.89,494,0.29532,0.0057312
6.7536,132.57,448,0.29592,0.0057427
5.8052,111.56,382,0.29204,0.0056675
6.4714,124.14,424,0.29278,0.0056819
6.9347,131.62,450,0.29249,0.0056762
6.671,127.86,436,0.29326,0.0056911
6.6656,131.89,448,0.2944,0.0057132
7.2238,142.88,488,0.29279,0.005682
6.5124,132.52,452,0.29319,0.0056897
7.9076,159.35,538,0.29619,0.005748
6.5827,126.65,432,0.29317,0.0056894
6.356,118.69,404,0.29379,0.0057014
7.1349,142.19,482,0.295,0.0057249
7.5072,141.36,484,0.29207,0.005668
6.5629,127.98,434,0.29488,0.0057227
6.843,133.79,458,0.29212,0.005669
6.55,131,446,0.29372,0.0057001
6.2258,118.93,402,0.29585,0.0057413
8.0296,154.28,528,0.2922,0.0056705
6.5134,129.4,438,0.29543,0.0057333
7.7568,149.27,508,0.29384,0.0057024
6.4709,129.42,440,0.29414,0.0057082
6.837,134.4,454,0.29604,0.005745
7.2238,146.18,494,0.29591,0.0057426
7.2566,141.07,480,0.2939,0.0057035
6.3696,124.14,424,0.29278,0.0056819
6.6914,130.71,446,0.29307,0.0056875
7.2524,142.83,484,0.2951,0.0057269
8.1007,160.95,548,0.2937,0.0056998
